,start,finish,duration
497,23761.0,23826.0,65.0
498,24006.0,24063.0,57.0
499,24036.0,24097.0,61.0
500,24053.0,24117.0,64.0
501,24058.0,24165.0,107.0
502,24083.0,24190.0,107.0
503,24149.0,24223.0,74.0
504,24206.0,24268.0,62.0
505,24232.0,24289.0,57.0
506,24252.0,24321.0,69.0
507,24299.0,24362.0,63.0
508,24325.0,24384.0,59.0
509,24397.0,24447.0,50.0
510,24442.0,24501.0,59.0
511,24458.0,24518.0,60.0
512,24479.0,24553.0,74.0
513,24504.0,24635.0,131.0
514,24558.0,24620.0,62.0
515,24563.0,24642.0,79.0
516,24694.0,24741.0,47.0
517,24898.0,24948.0,50.0
518,24943.0,25004.0,61.0
519,24946.0,25033.0,87.0
520,25052.0,25099.0,47.0
521,25165.0,25212.0,47.0
522,25197.0,25250.0,53.0
523,25212.0,25286.0,74.0
524,25214.0,25315.0,101.0
525,25336.0,25383.0,47.0
526,25404.0,25451.0,47.0
527,25468.0,25520.0,52.0
528,25502.0,25555.0,53.0
529,25550.0,25597.0,47.0
530,25644.0,25693.0,49.0
531,25657.0,25726.0,69.0
532,25663.0,25768.0,105.0
533,25684.0,25780.0,96.0
534,25698.0,25855.0,157.0
535,25703.0,25810.0,107.0
536,25865.0,25912.0,47.0
537,25985.0,26032.0,47.0
538,26009.0,26072.0,63.0
539,26100.0,26161.0,61.0
540,26125.0,26186.0,61.0
541,26137.0,26213.0,76.0
542,26142.0,26255.0,113.0
543,26151.0,26280.0,129.0
544,26187.0,26303.0,116.0
545,26216.0,26335.0,119.0
546,26251.0,26391.0,140.0
547,26263.0,26412.0,149.0
548,26286.0,26424.0,138.0
549,26310.0,26447.0,137.0
550,26331.0,26481.0,150.0
551,26429.0,26515.0,86.0
552,26461.0,26529.0,68.0
553,26638.0,26697.0,59.0
554,26642.0,26727.0,85.0
555,26644.0,26763.0,119.0
556,26728.0,26778.0,50.0
557,26779.0,26826.0,47.0
558,26864.0,26911.0,47.0
559,26931.0,26980.0,49.0
560,26967.0,27027.0,60.0
561,26970.0,27059.0,89.0
562,27130.0,27177.0,47.0
563,27159.0,27222.0,63.0
564,27164.0,27244.0,80.0
565,27166.0,27275.0,109.0
566,27173.0,27323.0,150.0
567,27211.0,27351.0,140.0
568,27239.0,27355.0,116.0
569,27288.0,27401.0,113.0
570,27290.0,27405.0,115.0
571,27354.0,27458.0,104.0
572,27408.0,27468.0,60.0
573,27502.0,27563.0,61.0
574,27517.0,27595.0,78.0
575,27585.0,27636.0,51.0
576,27587.0,27702.0,115.0
577,27642.0,27734.0,92.0
578,27713.0,27763.0,50.0
579,27846.0,27893.0,47.0
580,27936.0,27992.0,56.0
581,27946.0,28032.0,86.0
582,28036.0,28092.0,56.0
583,28050.0,28131.0,81.0
584,28090.0,28162.0,72.0
585,28157.0,28217.0,60.0
586,28171.0,28251.0,80.0
587,28188.0,28273.0,85.0
588,28232.0,28305.0,73.0
589,28278.0,28334.0,56.0
590,28330.0,28382.0,52.0
591,28342.0,28412.0,70.0
592,28456.0,28503.0,47.0
593,28503.0,28550.0,47.0
594,28576.0,28623.0,47.0
595,28600.0,28652.0,52.0
596,28615.0,28685.0,70.0
597,28618.0,28754.0,136.0
598,28667.0,28725.0,58.0
599,28694.0,28766.0,72.0
600,28708.0,28804.0,96.0
601,28742.0,28829.0,87.0
602,28799.0,28863.0,64.0
603,28808.0,28893.0,85.0
604,28810.0,28926.0,116.0
605,28851.0,28936.0,85.0
606,28860.0,28970.0,110.0
607,28873.0,28995.0,122.0
608,28908.0,29016.0,108.0
609,28922.0,29038.0,116.0
610,28931.0,29071.0,140.0
611,28945.0,29112.0,167.0
612,28951.0,29155.0,204.0
613,28967.0,29167.0,200.0
614,28983.0,29189.0,206.0
615,29005.0,29240.0,235.0
616,29009.0,29240.0,231.0
617,29018.0,29277.0,259.0
618,29067.0,29292.0,225.0
619,29140.0,29370.0,230.0
620,29198.0,29404.0,206.0
621,29224.0,29340.0,116.0
622,29288.0,29408.0,120.0
623,29343.0,29417.0,74.0
624,29436.0,29483.0,47.0
625,29534.0,29591.0,57.0
626,29563.0,29635.0,72.0
627,29586.0,29664.0,78.0
628,29614.0,29674.0,60.0
629,29649.0,29711.0,62.0
630,29683.0,29748.0,65.0
631,29695.0,29773.0,78.0
632,29743.0,29813.0,70.0
633,29841.0,29888.0,47.0
634,29854.0,29904.0,50.0
635,29859.0,29938.0,79.0
636,29917.0,29977.0,60.0
637,29931.0,30001.0,70.0
638,30065.0,30112.0,47.0
639,30118.0,30179.0,61.0
640,30132.0,30211.0,79.0
641,30144.0,30243.0,99.0
642,30148.0,30273.0,125.0
643,30246.0,30313.0,67.0
644,30338.0,30385.0,47.0
645,30532.0,30583.0,51.0
646,30555.0,30616.0,61.0
647,30581.0,30636.0,55.0
648,30659.0,30705.0,46.0
649,30676.0,30746.0,70.0
650,30815.0,30871.0,56.0
651,30841.0,30898.0,57.0
652,30867.0,30935.0,68.0
653,30891.0,30960.0,69.0
654,30985.0,31038.0,53.0
655,30993.0,31060.0,67.0
656,31100.0,31147.0,47.0
657,31168.0,31215.0,47.0
658,31326.0,31373.0,47.0
659,31434.0,31481.0,47.0
660,31480.0,31535.0,55.0
661,31498.0,31555.0,57.0
662,31522.0,31579.0,57.0
663,31585.0,31632.0,47.0
664,31613.0,31673.0,60.0
665,31676.0,31723.0,47.0
666,31750.0,31800.0,50.0
